year,survival,lookback,kill
2006,0.684168950998371,8,21.0530601087205
2006,0.680575213009332,9,21.0530601087205
2006,0.669780496459287,10,21.0530601087205
2006,0.669016310165175,11,21.0530601087205
2006,0.665306506237526,12,21.0530601087205
2006,0.664702876831253,13,21.0530601087205
2006,0.669149390044407,14,21.0530601087205
2006,0.648302453825933,15,21.0530601087205
2006,0.648160557113923,16,21.0530601087205
2007,0.636629522695747,1,24.6839455705033
2007,0.680847244718196,2,24.6839455705033
2007,0.670346859856334,3,24.6839455705033
2007,0.676516168378295,4,24.6839455705033
2007,0.675985291077163,5,24.6839455705033
2007,0.684849976884603,6,24.6839455705033
2007,0.702139550175597,7,24.6839455705033
2007,0.675102462082673,8,24.6839455705033
2007,0.67888679229808,9,24.6839455705033
2007,0.676180643977973,10,24.6839455705033
2007,0.666766771571693,11,24.6839455705033
2007,0.66631741120939,12,24.6839455705033
2007,0.66310058442662,13,24.6839455705033
2007,0.662697637250145,14,24.6839455705033
2007,0.66698139888783,15,24.6839455705033
2007,0.647572895630297,16,24.6839455705033
2008,0.605961467154914,1,63.091149882782
2008,0.62129549492533,2,63.091149882782
2008,0.655885318863769,3,63.091149882782
2008,0.654250511680979,4,63.091149882782
2008,0.662405228133618,5,63.091149882782
2008,0.664314653756788,6,63.091149882782
2008,0.673580189780362,7,63.091149882782
2008,0.690117289798012,8,63.091149882782
2008,0.667420129312922,9,63.091149882782
2008,0.671594259783763,10,63.091149882782
2008,0.669797082448604,11,63.091149882782
2008,0.661699662870294,12,63.091149882782
2008,0.661674646282122,13,63.091149882782
2008,0.659019218907212,14,63.091149882782
2008,0.658915225910463,15,63.091149882782
2008,0.663167653154522,16,63.091149882782
2009,0.72934924760372,1,74.4398205685687
2009,0.667655357379317,2,74.4398205685687
2009,0.657313412484794,3,74.4398205685687
2009,0.674251301048756,4,74.4398205685687
2009,0.669270258865527,5,74.4398205685687
2009,0.673562564711969,6,74.4398205685687
2009,0.673605310020636,7,74.4398205685687
2009,0.680551322008282,8,74.4398205685687
2009,0.694476396220868,9,74.4398205685687
2009,0.673613041142002,10,74.4398205685687
2009,0.676844713221941,11,74.4398205685687
2009,0.674759762878197,12,74.4398205685687
2009,0.666903477080558,13,74.4398205685687
2009,0.666508546376522,14,74.4398205685687
2009,0.66370788748698,15,74.4398205685687
2009,0.663317352266292,16,74.4398205685687
2010,0.609571822353598,1,56.970895176059
2010,0.669460534978659,2,56.970895176059
2010,0.64829417903741,3,56.970895176059
2010,0.645378014951995,4,56.970895176059
2010,0.661315405309725,5,56.970895176059
2010,0.659320519446872,6,56.970895176059
2010,0.664421030089344,7,56.970895176059
2010,0.665601124062256,8,56.970895176059
2010,0.672664710935539,9,56.970895176059
2010,0.685985938834141,10,56.970895176059
2010,0.667791112161238,11,56.970895176059
2010,0.671238638982912,12,56.970895176059
2010,0.669745305914766,13,56.970895176059
2010,0.662808358885775,14,56.970895176059
2010,0.662712764774994,15,56.970895176059
2010,0.660324383416143,16,56.970895176059
